epoch,train_mse_scaled,val_mse_scaled,train_mse_mwh2,val_mse_mwh2,grad_norm_mean,grad_norm_max,clipped_batches,n_batches,clip_fraction,n_train_windows,epoch_order_sha256,epoch_seconds,is_best
1,1.01960119040527,0.7353465900276647,14191.51549150334,10235.063103303944,0.7688371939905758,2.194024085998535,0,29,0.0,227,9c4ed7395d1c6b022da0064845a28f11d725f359940953ab074d0022e016cb2f,23.56995789999928,True
2,0.7636526343843485,0.48072899291009613,10629.046231973489,6691.119051544771,0.8626704339323372,2.0976486206054688,0,29,0.0,227,5100269e3d566fe1c22a531590a1dcb17cc18f97db1285d51a709b5cbd7ff479,30.939823599997908,True
