run_seed,model,split,case_type,sequence_id,n_metric_steps,n_events,n_nonevents,n_drift_steps,n_revision_steps,mse,mae,final_mse,final_mae,event_mse,event_mae,nonevent_mse,nonevent_mae,drift_nonevent,drift_post_best,revision_gain,event_abs_err_lag_m2,best_abs_err_lag_m2,event_abs_err_lag_m1,best_abs_err_lag_m1,event_abs_err_lag_0,best_abs_err_lag_0,event_abs_err_lag_1,best_abs_err_lag_1,event_abs_err_lag_2,best_abs_err_lag_2,event_abs_err_lag_3,best_abs_err_lag_3,event_abs_err_lag_4,best_abs_err_lag_4,event_abs_err_lag_6,best_abs_err_lag_6,event_abs_err_lag_8,best_abs_err_lag_8,event_abs_err_lag_12,best_abs_err_lag_12,event_abs_err_lag_16,best_abs_err_lag_16,alpha_event,alpha_nonevent,alpha_contrast,event_alpha_lag_m2,best_alpha_lag_m2,event_alpha_lag_m1,best_alpha_lag_m1,event_alpha_lag_0,best_alpha_lag_0,event_alpha_lag_1,best_alpha_lag_1,event_alpha_lag_2,best_alpha_lag_2,event_alpha_lag_3,best_alpha_lag_3,event_alpha_lag_4,best_alpha_lag_4,event_alpha_lag_6,best_alpha_lag_6,event_alpha_lag_8,best_alpha_lag_8,event_alpha_lag_12,best_alpha_lag_12,event_alpha_lag_16,best_alpha_lag_16
1211904294,qlstm,extrapolation,iid,2000000,62,4,58,57,4,0.032218933616058515,0.13939776632093615,0.008549133863088088,0.09246152639389038,0.053963330151170386,0.19515825808048248,0.03071932006191287,0.13555221516510535,0.030238678057988484,0.034837542353449644,0.04441433399915695,0.24649710456530252,0.27599015831947327,0.23195479065179825,0.3002273440361023,0.19515825808048248,0.0007330775260925293,0.1871466115117073,0.019609391689300537,0.18411366641521454,0.029524683952331543,0.16422804445028305,0.02473282814025879,0.2161182090640068,0.007117420434951782,0.24707484990358353,0.07187232375144958,0.20772743225097656,0.07652029395103455,0.1700994297862053,0.07775282859802246,0.0897243320941925,0.008046388626098633,0.46809032559394836,0.4371334668891183,0.03095685870483006,0.442798376083374,0.45198723673820496,0.446162186563015,0.4265504777431488,0.46809032559394836,0.45338544249534607,0.4477364271879196,0.44416165351867676,0.43703701347112656,0.4236060082912445,0.4289446324110031,0.44187507033348083,0.43904269486665726,0.4506739675998688,0.43403974175453186,0.4508652687072754,0.43511050194501877,0.45341312885284424,0.4376107156276703,0.43444564938545227,0.4308761954307556,0.43602025508880615
1211904294,qlstm,extrapolation,iid,2000001,62,3,59,58,3,0.020102384469651968,0.12551946048775026,0.02763449134357021,0.1662362515926361,0.035233587348354765,0.14577429989973703,0.019333001272429793,0.12448955339900518,0.032972027515542915,0.033153384923934937,0.016413718461990356,0.14574573437372842,0.1102181077003479,0.18946614364782968,0.12525105476379395,0.14577429989973703,0.013473361730575562,0.06835386157035828,0.00975257158279419,0.03741003076235453,0.009788542985916138,0.0351568857828776,0.02832275629043579,0.021040578683217365,0.009904861450195312,0.05787193775177002,0.10796064138412476,0.10116773843765259,0.17469945549964905,0.12945099671681723,0.18704405426979065,0.134508748849233,0.09503862261772156,0.421267827351888,0.44057269773240815,-0.019304870380520145,0.42799622813860577,0.440022736787796,0.4135139584541321,0.40520963072776794,0.421267827351888,0.42126867175102234,0.44327032566070557,0.44855427742004395,0.4420378804206848,0.45212531089782715,0.43898311257362366,0.4406193792819977,0.4409527877966563,0.42518070340156555,0.42962050437927246,0.4243662655353546,0.4319134255250295,0.4455123245716095,0.4283733864625295,0.44560375809669495,0.4253757099310557,0.4040489196777344
1211904294,qlstm,extrapolation,iid,2000002,62,2,60,59,2,0.04575299991005644,0.19792322189577163,0.0030863034883310547,0.05555450916290283,0.01595499873946782,0.09468260407447815,0.04674626661574273,0.2013645758231481,0.02971210217071792,0.03248787919680277,0.016343921422958374,0.20267565548419952,0.14345279335975647,0.21511191129684448,0.15924176573753357,0.09468260407447815,0.01107516884803772,0.10491535067558289,0.06585603952407837,0.12237609922885895,0.09584462642669678,0.13749568164348602,0.07738566398620605,0.1287388801574707,0.06628340482711792,0.10578930377960205,0.010965824127197266,0.11904658377170563,0.07259050011634827,0.16843771934509277,,0.14345279335975647,,0.4535286873579025,0.43833892395099006,0.015189763406912471,0.4312731623649597,0.415878564119339,0.4301838129758835,0.42072558403015137,0.4535286873579025,0.45993971824645996,0.43040497601032257,0.4419741630554199,0.43614959716796875,0.4492133557796478,0.4453989267349243,0.4430462419986725,0.4435955286026001,0.43739914894104004,0.42445725202560425,0.4305940866470337,0.43064647912979126,0.44076108932495117,0.4544627368450165,,0.415878564119339,
1211904294,qlstm,extrapolation,iid,2000003,62,3,59,59,2,0.047720365993405886,0.2040845770989695,0.11923652803489038,0.3453064262866974,0.011619947290101074,0.08674950400988261,0.04955598050374342,0.21005076725604171,0.029379855778257725,0.02784039576848348,0.015264809131622314,0.04150870442390442,0.04274013638496399,0.08847066760063171,0.016447633504867554,0.08674950400988261,0.177231103181839,0.12918116648991904,0.21060216426849365,0.13736451665560404,0.19212231040000916,0.15063653389612833,0.2248598039150238,0.1916535496711731,0.20560723543167114,0.1781289279460907,0.1366572380065918,0.1641152004400889,0.15008112788200378,0.18696083625157675,0.2080489993095398,0.21290945013364157,0.21036070585250854,0.4935565988222758,0.4362260290121628,0.05733056981011303,0.5153955072164536,0.47683802247047424,0.47035306692123413,0.46729061007499695,0.4935565988222758,0.4498787820339203,0.4596830904483795,0.4383431375026703,0.4458607037862142,0.41086530685424805,0.4444968005021413,0.4278566539287567,0.4342866539955139,0.4421158730983734,0.4346674680709839,0.4510212242603302,0.4495205779870351,0.45542463660240173,0.4405849575996399,0.4420900046825409,0.4247776170571645,0.42643389105796814
1211904294,qlstm,extrapolation,iid,2000004,62,6,56,56,5,0.01828212821915008,0.08579500596369466,0.0007547593257664076,0.027472883462905884,0.03525862750220288,0.1560365855693817,0.01646321758168014,0.07826912243451391,0.03044999497277396,0.02876392751932144,0.01902335286140442,0.19827598929405213,0.17499104142189026,0.201262766122818,0.185639888048172,0.1560365855693817,0.05461388826370239,0.1704025169213613,0.08470609784126282,0.16702337563037872,0.04360783100128174,0.14882531762123108,0.005242347717285156,0.13725325961907706,0.03044074773788452,0.14283775786558786,0.03874826431274414,0.0680302083492279,0.026315510272979736,0.025638843576113384,0.027472883462905884,0.07409447431564331,,0.43153445919354755,0.44019984400698114,-0.008665384813433596,0.45189825892448426,0.45093074440956116,0.447672438621521,0.44139549136161804,0.43153445919354755,0.4072994291782379,0.46068450808525085,0.4357844591140747,0.441137636701266,0.4172711670398712,0.4334346254666646,0.4423339068889618,0.44286403556664783,0.45714429020881653,0.44025319814682007,0.4450434148311615,0.4425357977549235,0.42525359988212585,0.436323677500089,0.4383728802204132,0.4335094839334488,
1211904294,qlstm,extrapolation,iid,2000005,62,1,61,60,1,0.12629812472331017,0.3512964339986924,0.11359994408218199,0.33704590797424316,0.10444120298599557,0.3231736421585083,0.12665643491572515,0.3517574633731217,0.026906379063924155,0.026906379063924155,0.06812891364097595,,,0.43634334206581116,0.43634334206581116,0.3231736421585083,0.3231736421585083,0.2708052396774292,0.2708052396774292,0.33167803287506104,0.33167803287506104,0.3399530053138733,0.3399530053138733,0.3531876802444458,0.3531876802444458,0.32904136180877686,0.32904136180877686,0.2607949376106262,0.2607949376106262,0.3301687240600586,0.3301687240600586,0.2437143325805664,0.2437143325805664,0.48044124245643616,0.4395644694078164,0.04087677304861975,,,0.5598868727684021,0.5598868727684021,0.48044124245643616,0.48044124245643616,0.47074052691459656,0.47074052691459656,0.4657769203186035,0.4657769203186035,0.4589698314666748,0.4589698314666748,0.4349367618560791,0.4349367618560791,0.4519842565059662,0.4519842565059662,0.4455581605434418,0.4455581605434418,0.4426703155040741,0.4426703155040741,0.42749592661857605,0.42749592661857605
1211904294,qlstm,extrapolation,iid,2000006,62,8,54,54,7,0.04087732986093733,0.17248129099607468,0.13756340927193467,0.3708954155445099,0.034348485074513664,0.1581927863880992,0.041844566125592696,0.17459810649355254,0.02825864432034669,0.030629236589778553,0.008175713675362723,0.1797379031777382,0.09871554374694824,0.17457053810358047,0.06689202785491943,0.1581927863880992,0.18163305521011353,0.16523900907486677,0.23964881896972656,0.16793226450681686,0.31111663579940796,0.19286168739199638,0.3407462239265442,0.20421229675412178,0.3662188947200775,0.1954212747514248,0.3195803761482239,0.17051223665475845,0.358081579208374,0.16860990013395036,,0.10576307276884715,,0.4661950021982193,0.4346141748958164,0.031580827302402914,0.449327290058136,0.44423580169677734,0.4352231579167502,0.443108469247818,0.4661950021982193,0.44651660323143005,0.4468643143773079,0.4331594407558441,0.44050222262740135,0.4301128387451172,0.44382450729608536,0.4402005672454834,0.434850063174963,0.42156854271888733,0.43285946920514107,0.41005897521972656,0.43423768132925034,0.4232195317745209,0.4419064351490566,,0.436829353372256,
1211904294,qlstm,extrapolation,iid,2000007,62,4,58,57,4,0.09141441383154991,0.27235464219965283,0.06752140056697531,0.25984880328178406,0.10240952877497979,0.26231647143140435,0.09065613004234784,0.2730469298388424,0.02874942934303953,0.030562192894691646,0.0445442795753479,0.25593255770703155,0.43818887509405613,0.21628585318103433,0.4405668918043375,0.26231647143140435,0.16532465815544128,0.2452212036587298,0.14427903294563293,0.3781427042558789,0.1572454273700714,0.3765321793034673,0.16770732402801514,0.3340257229283452,0.2182619571685791,0.461430701892823,0.23125985264778137,0.4403301137499511,0.18692940473556519,0.3363179313018918,0.20483195781707764,0.26022092113271356,0.19132351875305176,0.43348729610443115,0.4389105932465915,-0.005423297142160333,0.4442443549633026,0.4516986906528473,0.467330701649189,0.4265972077846527,0.43348729610443115,0.412395715713501,0.45640504360198975,0.43521901965141296,0.43781206756830215,0.41877254843711853,0.44171323627233505,0.42822715640068054,0.44254785031080246,0.4525487422943115,0.4292662739753723,0.44117093086242676,0.4290833994746208,0.4178452491760254,0.42597104609012604,0.42983368039131165,0.43714383989572525,0.44857311248779297
1211904294,qlstm,extrapolation,iid,2000008,62,4,58,57,4,0.03349374083457934,0.13396874298491784,0.0008863798816429735,0.029772132635116577,0.07878278983185877,0.2358812876045704,0.03037035814511179,0.12694029163183837,0.024044378807670193,0.022238050566779244,0.024516843259334564,0.3128694910556078,0.4333924800157547,0.2998849470168352,0.379557803273201,0.2358812876045704,0.049244850873947144,0.2387901283800602,0.04670107364654541,0.30556800588965416,0.04801243543624878,0.3188382014632225,0.05476483702659607,0.3060638979077339,0.07844582200050354,0.22279418259859085,0.05637723207473755,0.2239774689078331,0.026723027229309082,0.05439387261867523,0.0597323477268219,0.0631536915898323,0.048351436853408813,0.41564424335956573,0.4411281470594735,-0.025483903699907773,0.44536562263965607,0.45012959837913513,0.44719064980745316,0.4431265890598297,0.41564424335956573,0.4064147472381592,0.44219228625297546,0.4142586886882782,0.4330704063177109,0.4332132637500763,0.4360087588429451,0.45125043392181396,0.4420280307531357,0.4245212972164154,0.4339182525873184,0.4458407163619995,0.43873800337314606,0.44935092329978943,0.44173379987478256,0.4555853605270386,0.4308851361274719,0.43507352471351624
1211904294,qlstm,extrapolation,iid,2000009,62,4,58,58,3,0.06348736536699642,0.24017011921011633,0.0676704792047298,0.2601355016231537,0.09160887618638641,0.28069646609947085,0.06154795082772815,0.2373751987349884,0.03134758924615794,0.03185161406343633,0.04109332958857218,0.32504087624450523,0.207105815410614,0.3324261996895075,0.17060452699661255,0.28069646609947085,0.16590669751167297,0.30984734697267413,0.2401348054409027,0.2790885716676712,0.21352657675743103,0.2870342954993248,0.175313800573349,0.26834147423505783,0.153730571269989,0.29102153331041336,0.2519756555557251,0.26046469807624817,0.23981031775474548,0.22471001744270325,0.26755526661872864,0.22893548011779785,0.2690095007419586,0.4657339081168175,0.43747829877097033,0.028255609345847144,0.4689953724543254,0.42730700969696045,0.4460558295249939,0.42999717593193054,0.4657339081168175,0.44382771849632263,0.4552801698446274,0.4423900544643402,0.44039759039878845,0.42776450514793396,0.44804517924785614,0.4569818079471588,0.4427959844470024,0.4441804885864258,0.4376111403107643,0.4149150848388672,0.4429132714867592,0.44135531783103943,0.4306981861591339,0.41283097863197327,0.44145672023296356,0.44583356380462646
