model,epoch,train_loss_mean,train_loss_std,val_mse_mean,val_mse_std,epoch_gap_mean,epoch_gap_std
qlstm,55,0.07888145483902517,0.0011998867019424237,0.08018260220845536,0.003006759912947486,0.00042063928210790897,0.0024947351015361025
qlstm,56,0.07868929363616871,0.0011467251719284258,0.08012029975891108,0.002931727162059382,0.0005304132129602248,0.002589594485963343
qlstm,57,0.0786283946620566,0.0011597183256635126,0.07991748011271153,0.0030441878049373653,0.00038285667677903575,0.00261936889825538
qlstm,58,0.07864088622033591,0.0011186716633662386,0.080137619450887,0.0030300401490086777,0.0005867220973776205,0.0026505673199342795
qlstm,59,0.07865785326446802,0.0010565438573932476,0.07992013532002762,0.002738735049445567,0.0003630053525146844,0.0024270565505207114
qlstm,60,0.07860531337090897,0.0011153298984107394,0.08015516454060868,0.002872839630267195,0.00063549542366634,0.002517305044267647
qlstm,61,0.07856031041017594,0.001158513638915526,0.08033380193074541,0.0026723482793775876,0.0008546887825848463,0.002368220117915742
qlstm,62,0.07859499171291075,0.0011899759282216352,0.08021793047587074,0.0026714470883756423,0.000703591213193365,0.002393067686137553
qlstm,63,0.07854664919525381,0.0011843051763723307,0.07979788904825842,0.0025863164843873336,0.0003321703257579911,0.0023370197401943525
qlstm,64,0.07858113437465256,0.0011748876940666207,0.0799518269093831,0.0025300308693570464,0.00044743728948079054,0.002325230901032119
qlstm,65,0.07868760574630326,0.0011233844032947006,0.08004506683349605,0.002978062149560654,0.00042047009086278593,0.002689067988239936
qlstm,66,0.07853401055591443,0.0011395190035219504,0.08022111193339025,0.0030390152191714366,0.0007341195188634499,0.002633823752044906
qlstm,67,0.07851371179159194,0.0011281748157434728,0.08002315938313798,0.0029209558866245457,0.0005611447265689039,0.0026120847405566466
qlstm,68,0.07840698387835701,0.0011414748106282422,0.07994696067810055,0.002834065335136169,0.0005808300343114914,0.002463615822125078
qlstm,69,0.07854436335095334,0.0011773423761315947,0.08022943631490068,0.003206662911216757,0.0007369730827033655,0.002845542661337578
qlstm,70,0.07848393673045291,0.0012084671638140194,0.07998837549845374,0.002898281347251691,0.0005498449241510689,0.0025723650486946365
qlstm,71,0.07843671542831825,0.001152428931846013,0.07998566271464026,0.0032164597574709255,0.0005916230224519335,0.0027518574175165096
qlstm,72,0.07847064579044065,0.0011393872217641537,0.0797878098551432,0.0026590232346476953,0.0003637675041976658,0.0024393638520794955
qlstm,73,0.07835650110159598,0.0011421653095429307,0.08001686899820959,0.002559662273336683,0.0006954501283608243,0.0024911891716519062
qlstm,74,0.07840163132590902,0.0011010988390384013,0.07976946159362788,0.0027940737460018217,0.0003980680267245011,0.0024820589617027744
qlstm,75,0.07848844313962114,0.0012005432838993035,0.08016058184305822,0.002638698567834484,0.0006891583854701795,0.002475492167723673
qlstm,76,0.07835283460191314,0.0011572105053182617,0.07992467132568354,0.0027171491012767755,0.0005931566434796441,0.002349542458545141
qlstm,77,0.0784127386003732,0.001172055638749528,0.08014199503580724,0.0026605665665962812,0.0007435958890184356,0.002257689154344781
qlstm,78,0.07838597601950163,0.001227363733515073,0.07999997624715165,0.0029293958074280814,0.000630745324492446,0.0026343983396406754
qlstm,79,0.07843683343401972,0.0012592771650759272,0.0800753532918294,0.0032349784341870664,0.0006461805558287015,0.0027909770629477595
qlstm,80,0.07840239831549776,0.0011913037820033676,0.07987416773478186,0.002730000471811614,0.0004841909316827507,0.0023784448758835328
qlstm,81,0.07837782677922925,0.001275326918659124,0.0802362278747558,0.0026748772789325706,0.0008674511177748694,0.002484695353737067
qlstm,82,0.0784325166072164,0.0012208492979221613,0.07980820663452146,0.0029688133903818135,0.000396088921584279,0.00261224176426351
qlstm,83,0.0783061592695968,0.0011628069811071404,0.07963715362548825,0.0026131362880670943,0.0003331688071656909,0.002379327517189608
qlstm,84,0.0782889621440853,0.0011001393651562115,0.07980917177836096,0.0028643280744457054,0.0005185441956954008,0.0025891070874772036
qlstm,85,0.07825072135329242,0.001172721744856662,0.07975156555175777,0.002760287849080362,0.0005055251765635774,0.00239577856042825
qlstm,86,0.07836020686158109,0.0012374414985782225,0.08015992909749345,0.0035187080825628565,0.0007798284108325518,0.003052381063481365
qlstm,87,0.07828785972084314,0.0011824254104274659,0.07970584477742508,0.0027631482108325515,0.00039772736844927435,0.0024394783869473254
qlstm,88,0.07835102322357038,0.0012484784157591581,0.07984895889282222,0.002952832769794876,0.0004951311678106377,0.0025711911140607843
qlstm,89,0.0782786114090255,0.0012028793311395745,0.07997055338541663,0.003355489924714918,0.0006638444733853145,0.002993622876723693
qlstm,90,0.07818137026109863,0.0011864050706854425,0.07962061439514155,0.002683958059044814,0.00041994923038004005,0.00240544113601633
qlstm,91,0.07818527593186919,0.0011462874948001077,0.07988046859741206,0.0030016482000329594,0.000666270915566504,0.002637748349877517
qlstm,92,0.07824531637217312,0.0011700877156418394,0.07992606661478674,0.0027353705445842557,0.0006480207299169996,0.0025751182236170757
qlstm,93,0.07826858083201302,0.001140737436166601,0.0801886586252848,0.0029299794372442357,0.0008785028442328445,0.0026342148522091606
qlstm,94,0.07816260329633948,0.0011587340938497193,0.07984056282043453,0.0029817877272484135,0.0006310835765734685,0.0026629172250081357
qlstm,95,0.07822103702809124,0.001105664026173598,0.0796726309204101,0.0028506813584735194,0.0004231440819216281,0.0024569460154512802
qlstm,96,0.07818952810849457,0.001151622984161295,0.08004861694335932,0.002958541364117776,0.0007980344525405393,0.002819561891664308
qlstm,97,0.07820019339450765,0.0011977777201669162,0.08027893931070959,0.0027281194381008817,0.0010330612658218164,0.0024504112860419653
qlstm,98,0.07822817539189539,0.0011878700268150857,0.07988409884134924,0.002886050999656281,0.0006067291619178905,0.0026619850161064586
qlstm,99,0.07820908962615895,0.0011959456793675795,0.07988603988647455,0.002911810899268975,0.0006298831177059975,0.002548979716685673
qlstm,100,0.07814159255134204,0.0012482492828052826,0.07962185025533035,0.003074975350499782,0.0004368087804056266,0.002620394516408519
qslstm,1,0.1365318804774965,0.06013051577960896,0.08533536102294917,0.0035653957919053133,-0.0509870837491778,0.05790990260040494
qslstm,2,0.08402278047289163,0.002042744194304304,0.08374524096171057,0.003496952481152072,-0.00022871658483408983,0.0027520618844365705
qslstm,3,0.0825862961449793,0.00224109621129534,0.08286277379353837,0.0034763952718145936,0.00020786247062518984,0.0027970052694866786
qslstm,4,0.0816187711115394,0.0021862337845536097,0.081927513402303,0.0036084169825003026,0.00012727833875037924,0.002700816041439324
qslstm,5,0.08058573706192626,0.0023856126972972066,0.08127541302998856,0.0036858956875392883,0.0003746105874326354,0.0026238023083636343
qslstm,6,0.07987470737887277,0.0023746740270641324,0.0807728118896484,0.003691386847086861,0.0004231667272574867,0.0029081313926515367
qslstm,7,0.07916571396248677,0.0023192755766269744,0.08025221242268878,0.003583285961961613,0.0005262120953902618,0.002727561231300032
qslstm,8,0.07863283591313017,0.0024073961867025614,0.08017080886840817,0.003779298355290044,0.0008964521757606009,0.0028311503077940474
qslstm,9,0.07816942684692992,0.002460624487708449,0.0795981535339355,0.0033568201264130883,0.0006402117609565702,0.0026024471592195663
qslstm,10,0.0777195069425872,0.002280228284198138,0.07894517763773595,0.003654058612817543,0.0003251301837201015,0.002795490375301607
qslstm,11,0.07715531332620548,0.002358785642995875,0.07909681325276688,0.0035381867163251195,0.0008905375383279207,0.0028227727456503916
qslstm,12,0.07685584114875108,0.0022202980826043313,0.07851868400573726,0.003531390133214983,0.0005849674489366317,0.002702384540526987
qslstm,13,0.0764297419850315,0.0022252515941889504,0.07837739067077631,0.003329040728925229,0.0007804272103282197,0.0024384456022353996
qslstm,14,0.07616514964486867,0.0021164600438436003,0.07813732297261552,0.0034953338131486944,0.0006957955091367679,0.002702532698308302
qslstm,15,0.07593246276208328,0.0020508245125451523,0.07812571128845211,0.0030689192698625475,0.0009509869154147741,0.002370719726801806
qslstm,16,0.07574865314662452,0.0019914324910396955,0.07785949849446609,0.003185630193798609,0.000761746161118635,0.0024159596828988547
qslstm,17,0.07547009327709671,0.0019323672645926188,0.07778283391316729,0.003412920658554014,0.0008916937682897843,0.0030186353977059185
qslstm,18,0.07534071896289071,0.0018006284462400042,0.07761580423990881,0.0035174316289331314,0.0008224148182962382,0.0029736006277483545
qslstm,19,0.0752161884963512,0.0017756733841274813,0.07732695627848303,0.003141425795247324,0.0006514972031116562,0.0026238880684240976
qslstm,20,0.07494164216220375,0.0016312839818089764,0.07724994677225744,0.0031377489328016095,0.0008260382459048303,0.002447024408988813
qslstm,21,0.07480848503772698,0.0015905984624766235,0.07725001683553055,0.002663673067712036,0.0008707633783122289,0.0024453719405870392
qslstm,22,0.0746910102073635,0.0015479213268371867,0.0774926275380452,0.0033067439350713494,0.0012241705649871295,0.002702140254022181
qslstm,23,0.07455732076849252,0.0015474704732226553,0.07693185824076332,0.003205022361493822,0.0007862815904177763,0.0026020406031271913
qslstm,24,0.07455719327032562,0.0014741715886417302,0.07736776489257809,0.0030575748739861183,0.0011935748620379293,0.0028248182452383303
qslstm,25,0.0744176702905978,0.001462087293833241,0.07667320416768388,0.0029429959360336546,0.0006061627073702683,0.0023542510083002484
qslstm,26,0.07437284520183288,0.001513646176181963,0.07666689860026037,0.0026550591196598467,0.0006492040436937976,0.00225701753484146
qslstm,27,0.07427813942943297,0.0014374329040008937,0.07699741422017412,0.00283606122011609,0.0010421727752355863,0.002589692986369004
qslstm,28,0.07427250341560156,0.0014036543712422252,0.07651242538452145,0.0027515003496831063,0.0005308483989145373,0.0023952160467196238
qslstm,29,0.0740853018490331,0.0014213435286828046,0.07645081896464026,0.0026941480753339495,0.0007007253824909306,0.002252741824499571
qslstm,30,0.07404388124559604,0.0015213390184684824,0.07667576459248857,0.0031539628383063143,0.0009483589464480885,0.002608986854516003
qslstm,31,0.07402927218271148,0.0015411416878654048,0.07631389945983882,0.0027320589305576395,0.0005750034284275806,0.002363528639298528
qslstm,32,0.07380644650139975,0.0013704196791815952,0.07654807566324866,0.0027678972891580634,0.0009670646591738629,0.002467582452294537
qslstm,33,0.07383302493435992,0.001383094467795106,0.07663774782816565,0.0030623041673286705,0.0010182396747000263,0.0025009319514917943
qslstm,34,0.07370724656113552,0.0013352433997981014,0.07650061274210608,0.002938632408992809,0.001038734224603465,0.0026254196142285755
qslstm,35,0.07372774583697314,0.0014602688218797854,0.07643599197387692,0.0026459907347835075,0.0009454569976175998,0.002144819198358945
qslstm,36,0.07367449070470669,0.0014322572780730918,0.07610624679565425,0.002750310607135714,0.0006520280124130438,0.002457076034653027
qslstm,37,0.07360956556711874,0.00135901762730789,0.07598947514851885,0.0026351212779786976,0.0006087115580859787,0.002369367777294548
qslstm,38,0.073518997090842,0.0013911455102455501,0.07655557141621903,0.002865951926333724,0.001248963316045875,0.002724944523632418
qslstm,39,0.073485154859083,0.0013362012336975966,0.0764499522399902,0.0029362035493179176,0.0011636486795778105,0.0025766139721265227
qslstm,40,0.0734425005567925,0.0014619790365828296,0.07633946558634436,0.0029788226477139848,0.0010826781187051847,0.002781028608953419
qslstm,41,0.07350847641080613,0.0014686057025917452,0.07604911674499508,0.0026877051361178803,0.0007756008213085357,0.002383361487156088
qslstm,42,0.07340369082987305,0.0014873400026460149,0.07586112719217933,0.002826095838126701,0.0006562042487244513,0.002606976027979189
qslstm,43,0.07329497830080131,0.001385882177976267,0.07593413246154782,0.002764436053494951,0.0008567786010934976,0.002525620825415586
qslstm,44,0.07331679065695826,0.0013758405617960367,0.07570302665710445,0.0025349145882617467,0.0005864075360073051,0.0022761170364379046
qslstm,45,0.07315402375651253,0.0013765025309816653,0.07573842587788895,0.0029401492419513396,0.0007548376621807157,0.002419925730560093
qslstm,46,0.07304721114848337,0.0014540114265972123,0.07599985234578448,0.0027265961494682142,0.0011292182554984488,0.0022191492229333893
qslstm,47,0.07303191877858975,0.0014499518475092163,0.07621170252482093,0.003155674644357157,0.0013550348829289177,0.0029372925376969197
qslstm,48,0.07308995397239919,0.0014843672084678583,0.07579865699768061,0.003239405099611116,0.0008683110983621761,0.0025817116189640285
qslstm,49,0.07297465097904202,0.0015317596196608833,0.07553121121724442,0.0029626483708557077,0.000741243633916306,0.002337669623422133
qslstm,50,0.07299900795902521,0.00138425278927347,0.07580185549418127,0.00311367682135839,0.0009650867320974852,0.002833047304906041
qslstm,51,0.07292405577663862,0.0014002709888285554,0.0754866294352213,0.00277112827607958,0.0007213987777653308,0.0024901554506147443
qslstm,52,0.07286956615213831,0.0014908648979927342,0.07591316795349118,0.0030902560049812762,0.001203549731965723,0.0027884323723039437
qslstm,53,0.07283796725145404,0.001627601007771265,0.07565769800821938,0.00329935425832844,0.0009724367569805901,0.0024471171196315464
qslstm,54,0.07279530799325021,0.0015428822316038717,0.07541935226440424,0.0029481315932649984,0.000794239047135336,0.0023801448003964863
qslstm,55,0.07284568880242956,0.0016345704918569377,0.0758550283813476,0.003111061129942861,0.00116195218385916,0.0025754735302748544
qslstm,56,0.07271630724285326,0.0016931246702292775,0.0757404772186279,0.0034559513029058368,0.0011906329220203716,0.0027971609886799564
qslstm,57,0.07263238192754129,0.0016024837986723145,0.07536989229838048,0.003040758777687728,0.0008874913654431715,0.0026054103753795424
qslstm,58,0.07260656405410591,0.001547175595732362,0.07520036115010575,0.002928542267209185,0.0007425715108826898,0.002426198575487864
qslstm,59,0.07255932836085555,0.0015176386273105908,0.07517616129557288,0.002798334559826081,0.0007581129518728143,0.002493255571271165
qslstm,60,0.07251903211133817,0.0014961110599073673,0.07517140920003253,0.003039875032181686,0.0008012948352894865,0.0026325510659856465
qslstm,61,0.07240511266482721,0.0015605532797078614,0.07548798853556311,0.0027311579407455523,0.0012435255374708097,0.002323968766958921
qslstm,62,0.07246375149892906,0.0017369574719443323,0.07533590672810869,0.0026235424745306634,0.0010386567071492187,0.002360841337935132
qslstm,63,0.0723914612850972,0.0015913415097270117,0.07503297281901038,0.002627909775853225,0.0007911947138710656,0.002183771086615242
qslstm,64,0.072414332390683,0.0015994763915536208,0.07529952384948727,0.0027759612053262243,0.0010736293599627653,0.0022400406774106623
qslstm,65,0.07242830154746766,0.0016161273906696546,0.07536549313863115,0.00308497692420071,0.0010749904378287288,0.002527065183713158
qslstm,66,0.07238204508019341,0.0016861777810545152,0.07547131304423012,0.0031551341165468798,0.0011969567833476822,0.002595970943478993
qslstm,67,0.07231233068981338,0.0015816333727739528,0.07500816467285151,0.002948801608558002,0.0008581682135226434,0.002531167866713884
qslstm,68,0.07210737039808711,0.0016705117328066532,0.07499510266621903,0.0028266483192400074,0.0010394919272735525,0.0022403203920525945
qslstm,69,0.07224289649341784,0.0016789940316954736,0.07521007677714026,0.0031409666212055378,0.001142910396269945,0.0025230349543671365
qslstm,70,0.07222167328106502,0.0017563079080154065,0.07503919286092119,0.002887079708932911,0.0009906616286816633,0.002533868993729403
qslstm,71,0.07215096945656192,0.0017336942606902969,0.07487943682352698,0.0034197141676488877,0.0009016275155036147,0.002797675450416506
qslstm,72,0.07215572229304479,0.0017247109408554183,0.07503269190470373,0.002538097506195411,0.0010415105255586997,0.002118149063705683
qslstm,73,0.07197152547964024,0.0017630343448919899,0.07519831924438472,0.0027808838530577733,0.0014291732006221254,0.0026401525127768125
qslstm,74,0.07209491722051582,0.0016957729070485718,0.07492264053344723,0.002916578642903043,0.0009979425768080516,0.002556128226928676
qslstm,75,0.07209561661332842,0.0018373457625329678,0.07497014630635576,0.0026069428753327938,0.0010701389231508852,0.0021820854890194446
qslstm,76,0.07198410885887482,0.0017432501436817382,0.07502392631530758,0.002870010912591179,0.001193178064441358,0.0021644769050528567
qslstm,77,0.07198325743526217,0.001765018048139858,0.07485228597005204,0.0032549321378201666,0.001026636068234512,0.002574543406793298
qslstm,78,0.07190807083227799,0.0017729197409456763,0.07522679789225255,0.002831835275268863,0.0014769042565182667,0.0025148377061722446
qslstm,79,0.07199407657299718,0.00181841654399074,0.0750233685302734,0.0031929537704180853,0.0011966593977767864,0.002480215418585145
qslstm,80,0.07194057686541758,0.0018744158270438008,0.07497395782470699,0.0031690972100487974,0.0012172912799405682,0.0024501236165198523
qslstm,81,0.07191814821362491,0.0019818008767185273,0.07492663960774736,0.002609073076010077,0.0012024930394464964,0.002403879555170884
qslstm,82,0.07190180498255146,0.001964487818144863,0.07506406127929684,0.003383560413244724,0.0013652054170515745,0.0026454405449371655
qslstm,83,0.07187678647105179,0.001957146562160153,0.07484802637735999,0.0029158108299193143,0.0011323694668813264,0.002345931955464389
qslstm,84,0.07183790072841299,0.0019561318708308647,0.07482760431925452,0.0030087188488067363,0.00114919902370546,0.00254114618834615
qslstm,85,0.07176149607598778,0.0019757608042550536,0.07472832832336422,0.0032578476870386928,0.0011332321846677415,0.002446172203773782
qslstm,86,0.0718393402648823,0.002031614479713838,0.07495484527587885,0.003921640603587487,0.0012539368111005131,0.0030884491558083615
qslstm,87,0.07165494570050916,0.0019391835941209045,0.07446103276570634,0.0030415639023532804,0.0009495178152339162,0.002272630706395611
qslstm,88,0.07178103492451561,0.0020068819975212677,0.07489686724344885,0.0029408553759973977,0.0012941818733437852,0.002324736247533629
qslstm,89,0.0716841764586312,0.0020029968345849853,0.0743752009328206,0.0029537570627358534,0.0008448649054848108,0.0023525939678528413
qslstm,90,0.07169171923420256,0.0020416793387670468,0.07446682835896806,0.0030511042015917813,0.0009571555285478366,0.002277043638054521
qslstm,91,0.07165381353880673,0.0019266496793530843,0.0747762227884928,0.0031630312816508083,0.0012637375879809517,0.0025877149211017696
qslstm,92,0.07166644548284151,0.002075170808956775,0.07475846926371252,0.0031978644954909125,0.00125084147000779,0.002595739462438819
qslstm,93,0.07173138576022212,0.002139468396182125,0.07477286008199054,0.003038469052006229,0.0011819999386500745,0.0022819201576832547
qslstm,94,0.07162882975105725,0.0020676766570530028,0.07435243553161616,0.003133161985032322,0.0008572944722211415,0.0023620054984400934
qslstm,95,0.07158191940422563,0.0019332181041633858,0.0744362616729736,0.00347690074990771,0.0009930202005027761,0.00260442331704215
qslstm,96,0.07155849647330383,0.0021171740174119346,0.07476772511800125,0.003295513010780116,0.001354428853135775,0.002706448325077526
qslstm,97,0.07156495212678396,0.0021986794250518416,0.07468420949300127,0.0033868543777621314,0.0012738269289036916,0.002584308279040626
qslstm,98,0.0716301901293652,0.0021825177766581555,0.07450130780537918,0.0030673748953713386,0.0010463426159960944,0.0025163234367299807
qslstm,99,0.07153887752379685,0.0021612936376081823,0.0743315814463297,0.003174381912099902,0.000962097291325656,0.00244416391712015
qslstm,100,0.07140760260075327,0.0021244201417406497,0.07438751447041825,0.0030580495699398078,0.0011144393353212211,0.002045576815060245
