epoch,train_loss,val_mse,val_loss_mask_mse,grad_norm_mean,grad_norm_max,clipped_batches,n_batches,clip_fraction,epoch_seconds,is_best,run_seed,model,epoch_gap
37,0.0787451009580067,0.0764686370849609,0.075961919476909,0.0781809226186438,0.239066332578659,0,55,0.0,1343.238560250029,True,83453494,qlstm,-0.002783181481097699
38,0.0786607369610241,0.076575254313151,0.0760795293008127,0.0767351191575554,0.2123479694128036,0,55,0.0,1342.8594131250866,False,83453494,qlstm,-0.0025812076602114015
39,0.0785638052736009,0.0766787297566731,0.0761012081023185,0.066620328658345,0.2759216129779815,0,55,0.0,1344.233542874921,False,83453494,qlstm,-0.002462597171282402
40,0.0786391456467764,0.0774875167846679,0.0769803151776713,0.0685587120115418,0.1972942948341369,0,55,0.0,1354.3549999170937,False,83453494,qlstm,-0.001658830469105102
41,0.0788320436222212,0.0766901560465494,0.076144055766444,0.0790428470735522,0.2333668172359466,0,55,0.0,1355.229204250034,False,83453494,qlstm,-0.002687987855777202
42,0.0789109331028802,0.0765591339111328,0.0760211339150705,0.0799510399641638,0.2249148786067962,0,55,0.0,1356.5797214580234,False,83453494,qlstm,-0.0028897991878097107
43,0.0786194317851747,0.0766019714355468,0.0760684302545362,0.0728292662396349,0.212447389960289,0,55,0.0,1391.3735107909888,False,83453494,qlstm,-0.0025510015306385025
44,0.0789665776235716,0.0767470143636067,0.0761712582495904,0.0790290616791356,0.2679163217544555,0,55,0.0,1370.0105283330197,False,83453494,qlstm,-0.0027953193739811977
45,0.0784862993955612,0.0767122065226237,0.0761194389097152,0.0678532751912081,0.2060571312904358,0,55,0.0,1377.1729316669516,False,83453494,qlstm,-0.0023668604858460007
46,0.0784880850825991,0.0788840906778971,0.0783497801749937,0.0666870611973784,0.1980864703655243,0,55,0.0,1400.9024054170586,False,83453494,qlstm,-0.00013830490760539937
47,0.0789686350907598,0.07637445119222,0.075803718813004,0.0836214759387075,0.2292307913303375,0,55,0.0,1365.8880154169165,True,83453494,qlstm,-0.0031649162777557943
48,0.0785848972541945,0.0766893249511718,0.0760961239722467,0.0730638381263071,0.2025763392448425,0,55,0.0,1368.6560566660482,False,83453494,qlstm,-0.002488773281947798
49,0.0783797391482761,0.0778095962524414,0.0772787928427419,0.0574360220354389,0.171672061085701,0,55,0.0,1378.8415622499306,False,83453494,qlstm,-0.0011009463055342006
50,0.078708533670221,0.0763917841593424,0.0758373600129158,0.076346491294151,0.2389029115438461,0,55,0.0,1384.8258494159672,False,83453494,qlstm,-0.002871173657305201
51,0.0785700173888887,0.0763151763916015,0.07572924558578,0.0708146870220926,0.1895447075366974,0,55,0.0,1383.458665250102,True,83453494,qlstm,-0.0028407718031087104
52,0.0786169816851616,0.0766835713704427,0.0761097648374495,0.0768798607062887,0.1721796095371246,0,55,0.0,1383.822615958983,False,83453494,qlstm,-0.0025072168477121015
53,0.0786494651521955,0.0781239593505859,0.0775543409778225,0.0813497772186317,0.2281285524368286,0,55,0.0,1379.2663327080663,False,83453494,qlstm,-0.0010951241743729911
54,0.0790568032264709,0.0763359217325846,0.0757407137963079,0.0996184772007506,0.2681194841861725,0,55,0.0,1377.0497047088577,False,83453494,qlstm,-0.0033160894301630106
55,0.0789407789366585,0.0766339040120442,0.076067389703566,0.0908150924539024,0.2096344083547592,0,55,0.0,1380.100492417114,False,83453494,qlstm,-0.0028733892330925076
56,0.0787691978216171,0.0763111165364583,0.07570898929719,0.0775363261134109,0.2614949941635132,0,55,0.0,1379.6774973329157,True,83453494,qlstm,-0.0030602085244271077
57,0.078350433400699,0.0762752319335937,0.0756846613730153,0.0716581838205456,0.2097924202680587,0,55,0.0,1385.2878932908643,True,83453494,qlstm,-0.0026657720276836994
58,0.0784970008475439,0.0762528584798177,0.0756601040747857,0.0737601401876996,0.2243985384702682,0,55,0.0,1377.7531455419958,True,83453494,qlstm,-0.002836896772758196
59,0.0792592391627175,0.0769968694051106,0.0764137194233555,0.1032843095165762,0.231431245803833,0,55,0.0,1387.915783458855,False,83453494,qlstm,-0.002845519739362007
60,0.0783591597761426,0.0763689839680989,0.0757782878260458,0.0721426837908273,0.2006856948137283,0,55,0.0,1388.4835485001097,False,83453494,qlstm,-0.0025808719500968053
61,0.0782480141350201,0.07759296875,0.0768909237769342,0.0659936032088642,0.2300133258104324,0,55,0.0,1380.6807410421316,False,83453494,qlstm,-0.0013570903580858995
62,0.0782594644597598,0.0764014673868815,0.0758098971459173,0.0642725493335588,0.1828623563051223,0,55,0.0,1353.032814416103,False,83453494,qlstm,-0.0024495673138425073
63,0.0784576035141945,0.0762014444986979,0.0755734558105468,0.0817978243343532,0.2259400337934494,0,55,0.0,1344.9033775830176,True,83453494,qlstm,-0.0028841477036476992
64,0.0785179561121123,0.0763771331787109,0.0757615710842994,0.0779969240115447,0.2156877815723419,0,55,0.0,1352.2702264159452,False,83453494,qlstm,-0.002756385027812905
65,0.0787511457545416,0.0764057683308919,0.0757503750708795,0.0851047080010175,0.2320960462093353,0,55,0.0,1351.2808172081131,False,83453494,qlstm,-0.003000770683662099
66,0.0784439031226294,0.0762707153320312,0.0756406963717552,0.072877312764864,0.195277914404869,0,55,0.0,1349.2732541670557,False,83453494,qlstm,-0.0028032067508741987
67,0.0784680004886218,0.0762827565511067,0.0756577045071509,0.0705326960930092,0.2566197216510772,0,55,0.0,1352.394271208905,False,83453494,qlstm,-0.002810295981470909
68,0.0785776395286832,0.0768453470865885,0.0761645084504158,0.0807730011091652,0.2183390259742736,0,55,0.0,1352.2393727079034,False,83453494,qlstm,-0.0024131310782674054
69,0.0784369688970702,0.0762656295776367,0.0755974800355972,0.0628127167932689,0.2132088243961334,0,55,0.0,1346.3388926249463,False,83453494,qlstm,-0.002839488861473005
70,0.0790483099818229,0.0762335001627604,0.0755496196131552,0.0986304871399294,0.3017134666442871,0,55,0.0,1332.498605250148,False,83453494,qlstm,-0.0034986903686676923
71,0.0781485155650547,0.076244953918457,0.0755695746637159,0.0548237279650162,0.1726022362709045,0,55,0.0,1337.907722625183,False,83453494,qlstm,-0.002578940901338797
72,0.0782465200679642,0.0769548599243164,0.0763343894712386,0.0731370327401567,0.17770516872406,0,55,0.0,1294.4377261248885,False,83453494,qlstm,-0.0019121305967255975
73,0.078305438876152,0.0764331197102864,0.0757555035006615,0.0635519945105029,0.2206684798002243,0,55,0.0,1228.409013792174,False,83453494,qlstm,-0.002549935375490503
74,0.0787566189510481,0.0764499796549479,0.075744405931042,0.0884346707491204,0.2397022396326065,0,55,0.0,1205.6198797910474,False,83453494,qlstm,-0.0030122130200061076
75,0.0791238676820482,0.0762362640380859,0.0755491451140372,0.0945398422804745,0.2756001949310303,0,55,0.0,1206.2114177090116,False,83453494,qlstm,-0.0035747225680110017
76,0.0782629447409084,0.0769186737060547,0.0762013835291708,0.0661139750345186,0.1920434087514877,0,55,0.0,1183.652778792195,False,83453494,qlstm,-0.002061561211737603
77,0.0782454911214964,0.0775172607421875,0.0768806595340851,0.0713979406028308,0.2186933308839798,0,55,0.0,1111.577369416831,False,83453494,qlstm,-0.001364831587411297
78,0.0792191390906061,0.0762424062093099,0.0755790237918976,0.1087845577392727,0.2632178366184234,0,55,0.0,1090.59126866702,False,83453494,qlstm,-0.0036401152987085017
79,0.0786768685409001,0.0762108454386393,0.075509529852098,0.0764749922704967,0.2889270484447479,0,55,0.0,1094.5745176249184,False,83453494,qlstm,-0.0031673386888021043
80,0.0780337520071438,0.0761847412109375,0.0754899114793346,0.0627201635771515,0.1883438229560852,0,55,0.0,1095.3306613340974,True,83453494,qlstm,-0.002543840527809191
81,0.0781481922864913,0.0761305653889974,0.0754528070265247,0.0766629568301141,0.2545008361339569,0,55,0.0,1096.8909314591438,True,83453494,qlstm,-0.0026953852599665984
82,0.0782863404239927,0.0765071131388346,0.0758442953786542,0.0751234233294698,0.1879774183034896,0,55,0.0,1087.6747916671447,False,83453494,qlstm,-0.0024420450453385006
83,0.0782671058348247,0.0760738337198893,0.0753679755426222,0.0645393649073825,0.2197625935077667,0,55,0.0,1085.961891416926,True,83453494,qlstm,-0.002899130292202498
84,0.078090481528214,0.076143706258138,0.0754177930278162,0.0709820306605913,0.2753807604312897,0,55,0.0,1094.1681392500177,False,83453494,qlstm,-0.002672688500397799
85,0.0780116960150855,0.0761330108642578,0.0754173111454133,0.0639935241758146,0.2125104367733001,0,55,0.0,1070.7240187919233,False,83453494,qlstm,-0.0025943848696722005
86,0.0785688972813742,0.076126338704427,0.0754136386994392,0.0862360842779956,0.2768926322460174,0,55,0.0,1007.4973819579463,False,83453494,qlstm,-0.0031552585819349943
87,0.0784461496046611,0.0763506276448567,0.0756200413857736,0.091468183637004,0.2392100691795349,0,55,0.0,991.5489909579046,False,83453494,qlstm,-0.002826108218887499
88,0.0784386725936617,0.0761330327351888,0.0754107026130922,0.077478833919899,0.2062897384166717,0,55,0.0,990.2801197501832,False,83453494,qlstm,-0.003027969980569506
89,0.078483582505158,0.0767648773193359,0.0759906350412676,0.0836754075844179,0.2141284197568893,0,55,0.0,991.8481762919108,False,83453494,qlstm,-0.0024929474638903937
90,0.078727248609066,0.0760780436197916,0.0753468898650138,0.0917303988710045,0.2416494637727737,0,55,0.0,990.723112290958,False,83453494,qlstm,-0.0033803587440522087
91,0.0782001271673611,0.0760610473632812,0.0753379575667842,0.0629200490191578,0.1885759383440017,0,55,0.0,984.7054529169108,True,83453494,qlstm,-0.0028621696005769054
92,0.0780143008657864,0.0765823115030924,0.0758137965048513,0.0658281811343675,0.2324554175138473,0,55,0.0,967.5868253749796,False,83453494,qlstm,-0.0022005043609350933
93,0.0783327949643135,0.0760812561035156,0.0753529741840977,0.0813814614645459,0.2235420048236847,0,55,0.0,976.606414917158,False,83453494,qlstm,-0.0029798207802158028
94,0.0780909235136849,0.076611836751302,0.0758407061176915,0.0729538902809674,0.2601481974124908,0,55,0.0,969.459810124943,False,83453494,qlstm,-0.0022502173959934035
95,0.0782117888586861,0.0760355295817057,0.0753041982343119,0.0776230778121812,0.2210637480020523,0,55,0.0,980.318932000082,True,83453494,qlstm,-0.002907590624374193
96,0.078167121546609,0.07639769337972,0.0756104037377142,0.07188647758131,0.1810695379972458,0,55,0.0,979.692403125111,False,83453494,qlstm,-0.0025567178088947984
97,0.0779164572783878,0.079456211344401,0.0787507053498298,0.0616039403544908,0.2210426181554794,0,55,0.0,959.3128354169894,False,83453494,qlstm,0.0008342480714420009
98,0.0786294074910027,0.0763701009114583,0.0755933212772492,0.0949376042593609,0.3407891988754272,0,55,0.0,934.8399010000284,False,83453494,qlstm,-0.0030360862137534944
99,0.0783134474924632,0.0767106669108072,0.0759023910030241,0.0819563823498108,0.250773161649704,0,55,0.0,919.200077541871,False,83453494,qlstm,-0.002411056489439109
100,0.078260551563331,0.0760184590657552,0.0752827030304939,0.079791293030774,0.1990396082401275,0,55,0.0,918.896626416128,True,83453494,qlstm,-0.002977848532837099
1,0.1633715410743441,0.083373789469401,0.0838016672442036,0.4304249634627591,1.310456395149231,0,55,0.0,1236.5231109579329,True,83453494,qslstm,-0.0795698738301405
2,0.0840995331151144,0.0807531616210937,0.0810802336662046,0.0520030532455579,0.1457967758178711,0,55,0.0,1287.2164786249632,True,83453494,qslstm,-0.0030192994489097874
3,0.0830696974567004,0.0803102137247721,0.0805697021484375,0.0572534773414107,0.1563788950443267,0,55,0.0,1318.4100612499751,True,83453494,qslstm,-0.0024999953082628923
4,0.0822930424639157,0.0795325271606445,0.0796916080597908,0.0583408364433456,0.1753275543451309,0,55,0.0,1313.910105457995,True,83453494,qslstm,-0.0026014344041249
5,0.0813220353126525,0.0786279891967773,0.0786130139750819,0.0450842651623216,0.145282432436943,0,55,0.0,1324.4027889579302,True,83453494,qslstm,-0.0027090213375706024
6,0.0801450569970267,0.0787349767049153,0.0782414929789881,0.0509346071122722,0.1480920910835266,0,55,0.0,1331.025695541059,False,83453494,qslstm,-0.0019035640180386088
7,0.07891434439591,0.0776770446777343,0.0768812137726814,0.0579070815308527,0.1513319164514541,0,55,0.0,1322.9421710830647,True,83453494,qslstm,-0.0020331306232286017
8,0.0783922317538942,0.0781594807942708,0.0775289946525327,0.0633126100186597,0.2071530371904373,0,55,0.0,1317.7689384579426,False,83453494,qslstm,-0.0008632371013615053
9,0.0780608386312212,0.0764146789550781,0.0753974077778477,0.0684457926926287,0.1747024059295654,0,55,0.0,1306.8804273749702,True,83453494,qslstm,-0.0026634308533734913
10,0.0773797916173934,0.0766554692586263,0.0754048520980342,0.0606384941800074,0.2073182910680771,0,55,0.0,1308.8827817089625,False,83453494,qslstm,-0.0019749395193592034
11,0.0768239785858563,0.0762691111246744,0.0749187715591922,0.0642211163077842,0.1567287445068359,0,55,0.0,1301.9779090830125,True,83453494,qslstm,-0.0019052070266640936
12,0.0765018393908228,0.0759212829589843,0.0744611274965347,0.0720063089816407,0.1705000251531601,0,55,0.0,1303.8678211249644,True,83453494,qslstm,-0.0020407118942881025
13,0.0757984293954713,0.0753755869547526,0.073890891782699,0.0576122184707359,0.1955769509077072,0,55,0.0,1304.843454833026,True,83453494,qslstm,-0.001907537612772292
14,0.0754580308113779,0.0747452143351237,0.0734094110304309,0.0580120434645902,0.1746552884578704,0,55,0.0,1307.887309417012,True,83453494,qslstm,-0.002048619780947003
15,0.075210019315992,0.0747212565104166,0.0731729549284904,0.0603076848794113,0.2183849513530731,0,55,0.0,1316.1966151249362,True,83453494,qslstm,-0.0020370643875016053
16,0.0746462580221039,0.0742112833658854,0.0726536983366935,0.0577271954579786,0.2326031029224395,0,55,0.0,1322.444068208919,True,83453494,qslstm,-0.0019925596854104
17,0.0746513578125408,0.0738560180664062,0.0723290562783518,0.0713378679345954,0.2262858748435974,0,55,0.0,1317.0319784580497,True,83453494,qslstm,-0.0023223015341889974
18,0.0747890300410134,0.0743335266113281,0.0725162865423387,0.0916016158055175,0.2464562505483627,0,55,0.0,1315.8067187089473,False,83453494,qslstm,-0.0022727434986746925
19,0.0744960125855037,0.0737165405273437,0.0720918903966103,0.0791243400086056,0.227052167057991,0,55,0.0,1317.7537462919718,True,83453494,qslstm,-0.0024041221888933956
20,0.0739368545157568,0.0743681833902994,0.0728986658896169,0.070083866844123,0.236379399895668,0,55,0.0,1329.136362500023,False,83453494,qslstm,-0.0010381886261398993
21,0.0744948155709675,0.0743595077514648,0.0723968259749874,0.0906527599658478,0.2877407670021057,0,55,0.0,1332.0556755000723,False,83453494,qslstm,-0.002097989595980107
22,0.07388340479987,0.0748157791137695,0.072846937118038,0.073898006518456,0.2069995254278183,0,55,0.0,1325.57660345803,False,83453494,qslstm,-0.0010364676818320068
23,0.0736509028502873,0.0738177591959635,0.0723224590670677,0.0871818037195639,0.2243299484252929,0,55,0.0,1324.3514418748673,False,83453494,qslstm,-0.0013284437832195989
24,0.0736429054396493,0.0730404251098632,0.0712065035912298,0.0756282032298093,0.2264656573534011,0,55,0.0,1327.9127065839712,True,83453494,qslstm,-0.002436401848419492
25,0.0733595476405961,0.0729906962076823,0.0712565027052356,0.074046870033172,0.260056734085083,0,55,0.0,1329.1788658341393,True,83453494,qslstm,-0.0021030449353604957
26,0.0734201604979378,0.0729481750488281,0.070999276438067,0.0787364011291753,0.2760415971279144,0,55,0.0,1328.09879391687,True,83453494,qslstm,-0.002420884059870801
27,0.0740116512264524,0.0754552775065104,0.0740418592883694,0.1073184165256944,0.3253794610500335,0,55,0.0,1331.8312170410063,False,83453494,qslstm,3.0208061917003093e-05
28,0.0744018671257155,0.0727886138916015,0.0709298199069115,0.1135460695421153,0.2849050760269165,0,55,0.0,1328.4029112919234,True,83453494,qslstm,-0.0034720472188040086
29,0.0732673471059118,0.0735172546386718,0.0718718975436303,0.0813516908240589,0.2519689202308655,0,55,0.0,1331.1507222082,False,83453494,qslstm,-0.001395449562281506
30,0.0729770291192191,0.0726338343302408,0.0707614431073588,0.073215817135166,0.2730131149291992,0,55,0.0,1327.612191250082,True,83453494,qslstm,-0.00221558601186031
31,0.0730735587009361,0.0728886347452799,0.0708871238462386,0.0778712986545129,0.2410698384046554,0,55,0.0,1328.1368294591084,False,83453494,qslstm,-0.0021864348546974943
32,0.0734419061882155,0.073386641438802,0.0713221209126134,0.0971235928549008,0.347135990858078,0,55,0.0,1328.5766964580398,False,83453494,qslstm,-0.0021197852756020957
33,0.0732401522142546,0.0733986994425455,0.0713516279651272,0.0976282646032896,0.2656412720680237,0,55,0.0,1330.096532333875,False,83453494,qslstm,-0.0018885242491274018
34,0.0729672564268112,0.0725864151000976,0.0706654485887096,0.062031306173991,0.2135962396860122,0,55,0.0,1207.39957112493,True,83453494,qslstm,-0.002301807838101605
35,0.0732746079606669,0.0726000966389974,0.0707796163251323,0.0939774753356521,0.2786117494106293,0,55,0.0,959.6650949160104,False,83453494,qslstm,-0.002494991635534599
36,0.0729096593090466,0.0730929524739583,0.0710117650185861,0.0870665061372247,0.2703319191932678,0,55,0.0,957.6099581250456,False,83453494,qslstm,-0.0018978942904605
37,0.0731455141050475,0.0724418355305989,0.0704833334645917,0.093229809471152,0.2475545108318328,0,55,0.0,953.1870569160674,True,83453494,qslstm,-0.0026621806404557996
38,0.0731922619342804,0.0724604960123697,0.0706032281691028,0.0959137350659478,0.2711755037307739,0,55,0.0,956.65830012504,False,83453494,qslstm,-0.0025890337651775924
39,0.0727236657738685,0.0727004511515299,0.0706497187460622,0.072340066849508,0.2729858756065368,0,55,0.0,961.7148106249516,False,83453494,qslstm,-0.0020739470278063055
40,0.0728515184691974,0.0730856374104817,0.0712835437405493,0.0821206576275554,0.246181383728981,0,55,0.0,966.0183035000229,False,83453494,qslstm,-0.0015679747286481
41,0.0730920333095959,0.0723518173217773,0.0704370761994392,0.0920460250397974,0.3421812355518341,0,55,0.0,953.3465783752036,True,83453494,qslstm,-0.0026549571101567027
42,0.0732000060251781,0.072685882059733,0.0706666904572517,0.09994315975769,0.3080639839172363,0,55,0.0,961.4369839581196,False,83453494,qslstm,-0.0025333155679263947
43,0.0726745691810335,0.0725429773966471,0.0707675628662109,0.0737869856201789,0.209995687007904,0,55,0.0,964.9267775409388,False,83453494,qslstm,-0.0019070063148226013
44,0.0731207665034702,0.074110117594401,0.071980975735572,0.0905156899243593,0.34616819024086,0,55,0.0,947.56845599995,False,83453494,qslstm,-0.001139790767898205
45,0.0727295264686856,0.0723398620605468,0.0703553063177293,0.0762658919123086,0.2057677209377288,0,55,0.0,953.596082500182,True,83453494,qslstm,-0.0023742201509563132
46,0.0725428413152694,0.0730893513997395,0.07141896500126,0.0701915912668813,0.1919595599174499,0,55,0.0,965.5349710411392,False,83453494,qslstm,-0.0011238763140093977
47,0.0730426844017846,0.0725375986735026,0.0708123917118195,0.0951777889647267,0.2733250260353088,0,55,0.0,961.1768838330172,False,83453494,qslstm,-0.0022302926899651077
48,0.0727752086264746,0.0722029001871744,0.0703009043047505,0.086292386105792,0.2291782051324844,0,55,0.0,948.141163750086,True,83453494,qslstm,-0.0024743043217241023
49,0.0725832900490079,0.0734821487426757,0.071731710618542,0.073102996345948,0.1666400879621505,0,55,0.0,963.7315526669844,False,83453494,qslstm,-0.0008515794304659041
50,0.0732659502710614,0.0725815877278645,0.0707543246361517,0.1046247444538907,0.2839255630970001,0,55,0.0,965.622352999868,False,83453494,qslstm,-0.0025116256349097116
51,0.0733915933455739,0.0721465286254882,0.0702695922851562,0.1133108413016254,0.2897679507732391,0,55,0.0,944.9212932910305,True,83453494,qslstm,-0.003122001060417698
52,0.0729909974592072,0.0731516718546549,0.0712804053521925,0.0927397951822389,0.2019936591386795,0,55,0.0,962.5208097079304,False,83453494,qslstm,-0.0017105921070146995
53,0.0727971646870885,0.0729532043457031,0.0712111092844317,0.0866912958804856,0.2815616726875305,0,55,0.0,961.9534786669536,False,83453494,qslstm,-0.0015860554026567997
54,0.0731478333898953,0.0727864512125651,0.0708857357886529,0.1143748366866599,0.2921032905578613,0,55,0.0,962.4966870839708,False,83453494,qslstm,-0.0022620976012424077
55,0.0729793520058904,0.0732157857259114,0.0711923591859879,0.1011479652402075,0.2759676873683929,0,55,0.0,960.4731913330032,False,83453494,qslstm,-0.0017869928199024943
56,0.0727778276715959,0.0723514226277669,0.0703569178427419,0.0925825623456727,0.2548348009586334,0,55,0.0,970.7633023329544,False,83453494,qslstm,-0.002420909828853998
57,0.0726519112927573,0.0722840596516927,0.0703594330818422,0.0899525600570169,0.2834430932998657,0,55,0.0,975.4732229588552,False,83453494,qslstm,-0.0022924782109151054
58,0.0727570461460522,0.0725224533081054,0.0706688872306577,0.0903534302149306,0.3001156449317932,0,55,0.0,962.3203665839974,False,83453494,qslstm,-0.002088158915394503
59,0.0731914826035499,0.0725818918863932,0.0705595589914629,0.1109333022243597,0.3255347013473511,0,55,0.0,973.6025593748782,False,83453494,qslstm,-0.0026319236120870004
60,0.0731364800759724,0.0722353505452473,0.0702951227003528,0.1011595751243558,0.3508561551570892,0,55,0.0,974.8267609998584,False,83453494,qslstm,-0.0028413573756195937
61,0.0726231833355767,0.07308193359375,0.0709765885876071,0.087051404081285,0.2665473520755768,0,55,0.0,968.3243881671224,False,83453494,qslstm,-0.0016465947479696041
62,0.0725383369922638,0.0727702580769856,0.0710155954668598,0.0817642178725112,0.2353060096502304,0,55,0.0,962.7380782919936,False,83453494,qslstm,-0.0015227415254039922
