run_seed,model,dataset_id,subset,group_type,group,forecaster,n,mse,mae,rmse,r2,n_negative_predictions,negative_prediction_fraction
0,qlstm,b34896367832cf11,baseline_common,daylight_proxy,False,model,24,659.6850873971717,23.74444168033453,25.684335447840027,0.0570220809697066,0.0,0.0
0,qlstm,b34896367832cf11,baseline_common,daylight_proxy,False,persistence,24,100.16666666666669,4.333333333333333,10.00832986400162,0.8568181141365311,,
0,qlstm,b34896367832cf11,baseline_common,daylight_proxy,False,daily_persistence,24,1532.625,26.291666666666668,39.14875476946872,-1.1907900614459144,,
0,qlstm,b34896367832cf11,baseline_common,daylight_proxy,True,model,44,22273.3166492907,122.4165549359168,149.24247602238012,-0.4745377806463831,0.0,0.0
0,qlstm,b34896367832cf11,baseline_common,daylight_proxy,True,persistence,44,3336.0454545454545,48.31818181818182,57.7585098019803,0.7791471679707136,,
0,qlstm,b34896367832cf11,baseline_common,daylight_proxy,True,daily_persistence,44,2984.25,39.65909090909091,54.62828937464544,0.8024367254692579,,
0,qlstm,b34896367832cf11,baseline_common,large_ramp,False,model,54,15463.63763915776,87.63975179940334,124.35287547603296,0.2330600649044731,0.0,0.0
0,qlstm,b34896367832cf11,baseline_common,large_ramp,False,persistence,54,803.4814814814815,18.925925925925927,28.34574891375216,0.96015025379944,,
0,qlstm,b34896367832cf11,baseline_common,large_ramp,False,daily_persistence,54,2916.333333333333,38.333333333333336,54.00308633155455,0.855360520624214,,
0,qlstm,b34896367832cf11,baseline_common,large_ramp,True,model,14,11487.281582271711,87.40345859575635,107.17873661445964,-0.6457267087290528,0.0,0.0
0,qlstm,b34896367832cf11,baseline_common,large_ramp,True,persistence,14,7557.285714285715,86.28571428571429,86.93265045013706,-0.0826954015553036,,
0,qlstm,b34896367832cf11,baseline_common,large_ramp,True,daily_persistence,14,757.7142857142857,21.857142857142858,27.52661050173605,0.8914459762603858,,
0,qslstm,b34896367832cf11,all_eligible,overall,all,model,68,12739.558735947468,88.60979231158626,112.86965374248062,0.2824148408078313,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,overall,all,persistence,68,2193.970588235294,32.794117647058826,46.83983975458599,0.8764195239055373,,
0,qslstm,b34896367832cf11,all_eligible,month,6,model,68,12739.558735947468,88.60979231158626,112.86965374248062,0.2824148408078313,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,month,6,persistence,68,2193.970588235294,32.794117647058826,46.83983975458599,0.8764195239055373,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,0,model,2,1729.9299027665434,32.31049964796786,41.592426026459954,-0.9221443364072704,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,0,persistence,2,0.0,0.0,0.0,1.0,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,1,model,2,1822.2943237254672,41.105726966736,42.688339435090086,-7.099085883224298,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,1,persistence,2,450.0,15.0,21.213203435596427,-1.0,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,10,model,3,33599.68647741028,181.4158322534656,183.30217259326272,-34.08902045679885,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,10,persistence,3,2007.3333333333333,39.333333333333336,44.80327368991392,-1.096310048735205,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,11,model,3,38396.93274401289,195.47492378507107,195.95135300378223,-117.2657066037358,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,11,persistence,3,621.6666666666666,19.666666666666668,24.93324420661432,-0.9147843942505134,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,12,model,3,40780.76195820864,201.41568582016035,201.9424719027888,-119.3366746307796,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,12,persistence,3,60.66666666666666,7.333333333333333,7.788880963698615,0.820983606557377,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,13,model,3,44927.993024152056,205.8277352154484,211.9622443364668,-14.72008153399302,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,13,persistence,3,1262.0,33.333333333333336,35.52463933666322,0.5584324702589223,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,14,model,3,36518.75074225541,183.86843224671105,191.09879837993597,-12.727706819827024,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,14,persistence,3,3763.3333333333335,51.333333333333336,61.34601318205881,-0.4146687828919888,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,15,model,3,23981.299236709005,151.83381951153615,154.85896563231012,-27.316936910309767,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,15,persistence,3,1797.6666666666667,33.666666666666664,42.39889935678362,-1.1226712149042246,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,16,model,3,6733.804500969646,79.31916460381045,82.05976176525037,-16.375068953190027,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,16,persistence,3,6399.0,79.0,79.9937497558403,-15.511181192660548,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,17,model,3,94.0906800470342,9.019731966366711,9.700035053907497,-4.645440802822053,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,17,persistence,3,8464.666666666666,90.66666666666669,92.00362311706353,-506.88,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,18,model,3,1904.2491531739515,41.43131161372196,43.63770334440106,-1.926612428033737,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,18,persistence,3,4401.666666666667,61.0,66.34505759034856,-5.764856557377049,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,19,model,3,2530.482646427044,43.92271814095242,50.30390289457712,-2.2158068085065508,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,19,persistence,3,619.3333333333334,24.666666666666668,24.88640860657345,0.2129341993787067,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,2,model,2,2736.209256498928,52.05507968943526,52.30878756479573,,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,2,persistence,2,450.0,15.0,21.213203435596427,,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,20,model,3,2833.407435969908,44.71163136225344,53.22976081075236,-2.541759294962385,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,20,persistence,3,54.0,7.333333333333333,7.3484692283495345,0.9325,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,21,model,3,2610.979020635128,42.95172850249645,51.09773987795476,-2.2637237757939093,0.0,0.0
