run_seed,model,train_seconds,evaluation_seconds,total_seconds
0,qlstm,48.84789180000007,2.96709059999921,52.03784420000011
0,qslstm,59.56078770000022,3.9478409999974247,64.6455532
1,qlstm,66.1655978000017,3.3505975999978546,69.8688925000024
1,qslstm,50.63838469999973,23.47014720000152,74.4626489000002
