epoch,train_loss,val_mse,val_loss_mask_mse,grad_norm_mean,grad_norm_max,clipped_batches,n_batches,clip_fraction,epoch_seconds,is_best
1,0.10482345229387283,0.08601428833007813,0.08601779863911291,0.20260757341642271,0.8220868706703186,0,55,0.0,1249.1497055001091,True
2,0.0830170910358429,0.08511855163574218,0.08489887163715978,0.05562792706557296,0.15706367790699005,0,55,0.0,1288.2935637090122,True
3,0.08136536531788963,0.08251339925130208,0.08215353196667087,0.057906908508051524,0.2284407913684845,0,55,0.0,1309.2181702910457,True
4,0.07992161362511771,0.08183285725911459,0.08140761049332157,0.059644065441733056,0.16968297958374023,0,55,0.0,1316.664564082981,True
5,0.07873375265938895,0.08043934122721354,0.079865234867219,0.04603335926817222,0.14716693758964539,0,55,0.0,1323.3366773750167,True
6,0.07824129068851471,0.07967583567301433,0.07897418016003024,0.05791360871358351,0.2019883096218109,0,55,0.0,1324.409801291069,True
7,0.07775011088166918,0.07959084116617839,0.07896797672394783,0.05586022086102854,0.16913127899169922,0,55,0.0,1339.787356749992,True
8,0.07766003231491361,0.07919822133382161,0.07845508747716104,0.06186846775764769,0.21256376802921295,0,55,0.0,1328.9657253329642,True
9,0.07709669694730213,0.07953725179036458,0.07880642454085811,0.055158420973880726,0.1628686636686325,0,55,0.0,1316.4403541249922,False
10,0.07692796682459968,0.07791950327555339,0.07693366069178427,0.06336178004064343,0.1468210220336914,0,55,0.0,1314.1730721669737,True
11,0.07668857307093484,0.07756590270996094,0.07641280438823085,0.06317252559079366,0.14947818219661713,0,55,0.0,1312.4073827909306,True
12,0.07660483552728381,0.07872458190917969,0.07781633241714969,0.06346052498980002,0.1985982060432434,0,55,0.0,1305.945014082943,False
13,0.07649745300837925,0.07854696044921874,0.07762713229271673,0.0614382320845669,0.13946306705474854,0,55,0.0,1309.8328027499374,False
14,0.07597064423561097,0.07702908070882161,0.07584054417763987,0.0615773545070128,0.213849738240242,0,55,0.0,1321.1391559579642,True
15,0.07581528118678502,0.07697981618245443,0.07579339205834174,0.06456066791645505,0.14040020108222961,0,55,0.0,1328.0028984579258,True
16,0.07573604670592717,0.07735372314453125,0.07604879809964088,0.06622275181791999,0.22482457756996155,0,55,0.0,1335.4594456249615,False
17,0.07528836906807763,0.07783622131347656,0.07623780724310106,0.06466779444705356,0.14695067703723907,0,55,0.0,1330.5676522910362,False
18,0.07557520926850182,0.0771122055053711,0.0757406970608619,0.07916562848470428,0.18089686334133148,0,55,0.0,1331.0359323330922,False
19,0.07478372359275817,0.07654147338867187,0.075089112312563,0.060450778850777584,0.19736146926879883,0,55,0.0,1338.1722380000865,True
20,0.07485748451948165,0.07722678629557292,0.07585841615738408,0.07087587099522352,0.18065394461154938,0,55,0.0,1334.35999579099,False
21,0.07412092895167215,0.07651099548339843,0.07495670786211568,0.06521878049454906,0.16502144932746887,0,55,0.0,1343.1352083750535,True
