epoch,train_loss,val_mse,val_loss_mask_mse,grad_norm_mean,grad_norm_max,clipped_batches,n_batches,clip_fraction,epoch_seconds,is_best
1,0.09448078469719205,0.08511668599446615,0.08517293031754032,0.14269488340413028,0.6314626336097717,0,55,0.0,1426.2582571250387,True
2,0.08341960314341954,0.08608963368733724,0.08605377492597026,0.04424675782634453,0.12624981999397278,0,55,0.0,1414.3188776250463,False
3,0.08331197094917298,0.08561531575520834,0.08556971691500756,0.04586311976679347,0.1474638134241104,0,55,0.0,1426.6496264159214,False
4,0.08317185934100832,0.08451606750488282,0.08448328621156755,0.04933862892318178,0.13938775658607483,0,55,0.0,1418.7193116669077,True
5,0.0829602774807385,0.08451296691894532,0.08443346380418347,0.04675368523563851,0.1611471027135849,0,55,0.0,1423.457642708905,True
6,0.08269699984788895,0.08430993041992188,0.08416377652075983,0.0455497194589539,0.17906694114208221,0,55,0.0,1424.0832737500314,True
7,0.08231145421096257,0.08372213643391926,0.0834979238202495,0.04740311914462258,0.17822124063968658,0,55,0.0,1427.511201083893,True
8,0.0820151309967041,0.08576097310384115,0.08540244908486642,0.05248398596251553,0.13713449239730835,0,55,0.0,1422.6525322920643,False
9,0.08181644866296223,0.0841650410970052,0.08373377350837953,0.06329519984058359,0.19483837485313416,0,55,0.0,1421.7396421250887,False
10,0.08135973525898797,0.0831587153116862,0.08268782683341734,0.05748183009299365,0.1810309737920761,0,55,0.0,1426.8410087919328,True
11,0.0807928306886128,0.08411014302571615,0.08352010763845136,0.047841350293972275,0.19233937561511993,0,55,0.0,1419.1216445828322,False
12,0.08086932559524264,0.08251324666341146,0.08195333370085685,0.06158542329953475,0.2413925975561142,0,55,0.0,1413.6284128329717,True
13,0.08058478776897703,0.0819657719930013,0.08139974581810736,0.06219733619893139,0.18144367635250092,0,55,0.0,1419.917474332964,True
14,0.08044723912647793,0.08181339975992838,0.08124988826628654,0.05982588186690753,0.16053764522075653,0,55,0.0,1415.8973757498898,True
15,0.08012269582067218,0.08379527689615886,0.08312994630875126,0.05136769238266755,0.17569056153297424,0,55,0.0,1418.5808830840979,False
16,0.08008215825898307,0.08173263804117839,0.08113153617612777,0.06072517591105266,0.15732347965240479,0,55,0.0,1420.7001054161228,True
17,0.07976337305988584,0.08121688130696615,0.0805943825014176,0.04670527563853697,0.15160611271858215,0,55,0.0,1419.3064846668858,True
18,0.07995933309623174,0.08163451690673829,0.08098688236359627,0.06738057278774001,0.18952269852161407,0,55,0.0,1422.3472937499173,False
19,0.07956254829679217,0.08306866404215495,0.08234251945249496,0.055175992634824735,0.16983117163181305,0,55,0.0,1425.2725894169416,False
20,0.07959317948988506,0.08123956095377605,0.08061304006268902,0.061873721754686396,0.16837860643863678,0,55,0.0,1421.7780938330106,False
21,0.07989505784852165,0.08405288594563802,0.08330088412377142,0.06766754382035949,0.20153211057186127,0,55,0.0,1423.5576403329615,False
22,0.07973394684280669,0.08203450927734375,0.08133955580188382,0.061335545642809436,0.1898920089006424,0,55,0.0,1428.7249164590612,False
23,0.08018329077107565,0.08092113087972005,0.08029016605500253,0.07636933347040957,0.18949130177497864,0,55,0.0,1425.5410848332103,True
24,0.079588187285832,0.08319400227864583,0.08243209641979586,0.05711405064741319,0.21527788043022156,0,55,0.0,1422.0052125828806,False
25,0.0798762313893863,0.08166109670003255,0.08094319448163433,0.07181262284178626,0.1797596663236618,0,55,0.0,1422.9496834161691,False
26,0.07938419782263892,0.08137956186930338,0.0806490015829763,0.05714555088938637,0.16055217385292053,0,55,0.0,1424.7772395000793,False
27,0.07938648698159627,0.08279356384277343,0.08199886100522934,0.06638746229423718,0.16500920057296753,0,55,0.0,1420.8312581249047,False
28,0.07952400038923536,0.08174827779134114,0.08096277347687753,0.07175228483974934,0.21401262283325195,0,55,0.0,1420.8893497919198,False
