epoch,train_mse_scaled,val_mse_scaled,train_mse_mwh2,val_mse_mwh2,grad_norm_mean,grad_norm_max,clipped_batches,n_batches,clip_fraction,n_train_windows,epoch_order_sha256,epoch_seconds,is_best
1,0.963198222777917,0.49868495536573004,13406.459926265934,6941.042572380103,1.4790444024677933,3.575404405593872,0,29,0.0,227,1d4c6dd58916fb9eab021f0af4f437acea988416393cd6136d602778a73018bb,24.394877999999153,True
2,0.43724768592397545,0.1727519238537008,6085.916107990856,2404.480915309972,0.8832543153187324,2.200542688369751,0,29,0.0,227,200fc597c2c787cf84bacfc018b41f9d3c751bc602ab93b787105cc6a7eb7bc5,39.225345099999686,True
