run_seed,model,split,kind,n_steps,pull,write_k
1952804984,qlstm,test,other_distractor,22596,0.027439994904019598,0.10970842216694007
1952804984,qslstm,extrapolation,event,691,0.05301256363540241,0.17384875316121717
1952804984,qslstm,extrapolation,near_best_distractor,2298,0.018594181101876203,0.08462478482470076
1952804984,qslstm,extrapolation,other_distractor,12261,0.018564222991374158,0.07495945255627441
1952804984,qslstm,test,event,2099,0.05919978895773485,0.18969028529469842
1952804984,qslstm,test,near_best_distractor,4305,0.02667746487117949,0.10966786074993842
1952804984,qslstm,test,other_distractor,22596,0.024749140894334914,0.09900399768762369
1992756749,qlstm,extrapolation,event,701,0.03623506720157901,0.1203771065859868
1992756749,qlstm,extrapolation,near_best_distractor,2305,0.02559785355456222,0.11173816205084448
1992756749,qlstm,extrapolation,other_distractor,12244,0.02932972874040894,0.11431108778617248
1992756749,qlstm,test,event,2097,0.03676304486915505,0.1231123353384969
1992756749,qlstm,test,near_best_distractor,4301,0.026894968114767315,0.11589451096436419
1992756749,qlstm,test,other_distractor,22602,0.0295615615269619,0.11557282951674736
1992756749,qslstm,extrapolation,event,701,0.04484567114187885,0.14856461945064078
1992756749,qslstm,extrapolation,near_best_distractor,2305,0.01605669319500375,0.07304021492447324
1992756749,qslstm,extrapolation,other_distractor,12244,0.01293493468498179,0.05243199856362595
1992756749,qslstm,test,event,2097,0.056608417387172386,0.18269243320383266
1992756749,qslstm,test,near_best_distractor,4301,0.027487607348439195,0.12514236527040268
1992756749,qslstm,test,other_distractor,22602,0.019446758331371487,0.07727237826035951
2036585866,qlstm,extrapolation,event,733,0.03536454229367869,0.11957163949336572
2036585866,qlstm,extrapolation,near_best_distractor,2278,0.022976943518217455,0.10195148762176616
2036585866,qlstm,extrapolation,other_distractor,12239,0.028352208124460456,0.11197445464143266
2036585866,qlstm,test,event,2111,0.037937989030500996,0.12491985618512169
2036585866,qlstm,test,near_best_distractor,4302,0.024613804225032686,0.10276181257422178
2036585866,qlstm,test,other_distractor,22587,0.02888769141077209,0.11435044586970247
2036585866,qslstm,extrapolation,event,733,0.06324501748299696,0.20590902570293715
2036585866,qslstm,extrapolation,near_best_distractor,2278,0.029510573926361326,0.1476305317509998
2036585866,qslstm,extrapolation,other_distractor,12239,0.01943869047358161,0.07580117668084786
2036585866,qslstm,test,event,2111,0.07504754812442992,0.2330103467814784
2036585866,qslstm,test,near_best_distractor,4302,0.04176052211191088,0.20136361083096896
2036585866,qslstm,test,other_distractor,22587,0.027211118170362907,0.1045613058939963
