epoch,train_mse_scaled,val_mse_scaled,train_mse_mwh2,val_mse_mwh2,grad_norm_mean,grad_norm_max,clipped_batches,n_batches,clip_fraction,n_train_windows,epoch_order_sha256,epoch_seconds,is_best
1,1.0718917899194793,0.8374946930191733,14919.332269326967,11656.831143272077,0.7167805764695694,2.2409112453460693,0,29,0.0,227,9c4ed7395d1c6b022da0064845a28f11d725f359940953ab074d0022e016cb2f,21.977966300000844,True
2,0.8845579147601442,0.43974759407115704,12311.889657034275,6120.711560891378,0.7892113101893458,2.086718797683716,0,29,0.0,227,5100269e3d566fe1c22a531590a1dcb17cc18f97db1285d51a709b5cbd7ff479,25.01682730000175,True
